基金代码,基金简称,最新净值(元),日增长率(%),最新净值日期,是否指数基金,跟踪指数,跟踪指数市盈率,跟踪指数市净率(倍),跟踪指数股息率(%),跟踪指数roe(%),近6个月收益率(%),折扣率
513180.OF,华夏恒生科技etf(qdii),0.86,-0.14,20210811.,指数基金,恒生科技指数,--,--,0.20,4.78,--,--
513300.OF,华夏纳斯达克100etf(qdii),1.24,-0.46,20210810.,指数基金,纳斯达克100,--,--,0.59,--,11.21,--
513330.OF,华夏恒生互联网科技业etf(qdii),0.70,-0.59,20210811.,指数基金,恒生互联网科技业指数,--,--,0.25,3.86,-32.44,--
513360.OF,博时全球中国教育(qdii-etf),0.55,1.78,20210810.,指数基金,中国教育,--,--,0.84,--,--,--
513500.OF,博时标普500etf,2.72,0.10,20210810.,指数基金,标普500,--,--,1.24,--,14.27,--
513520.OF,华夏野村日经225etf,1.21,0.39,20210811.,指数基金,日经225,--,--,--,--,-9.95,--
513550.OF,华泰柏瑞中证港股通50etf,0.95,0.32,20210811.,指数基金,港股通50CNY,--,--,2.85,5.72,-13.89,--
513580.OF,华安恒生科技etf,0.85,-0.14,20210811.,指数基金,恒生科技指数,--,--,0.20,4.78,--,--
513590.OF,鹏华中证港股通消费主题etf,1.00,-0.01,20210806.,指数基金,HKC消费,--,--,0.61,6.85,--,--
513600.OF,南方恒生etf,2.51,0.27,20210811.,指数基金,恒生指数,--,--,2.65,4.89,-10.71,--
513660.OF,华夏沪港通恒生etf,2.55,0.26,20210811.,指数基金,恒生指数,--,--,2.65,4.89,-9.93,--
513680.OF,建信港股通恒生中国企业etf,0.91,0.76,20210811.,指数基金,恒生中国企业指数,--,--,2.58,5.77,-12.71,--
513690.OF,博时恒生高股息etf,0.95,1.53,20210811.,指数基金,恒生港股通高股息率指数,--,--,6.56,4.58,--,--
513700.OF,鹏华中证港股通医药卫生综合etf,0.95,-2.52,20210811.,指数基金,HKC医药C,--,--,0.47,2.82,--,--
513800.OF,南方顶峰topixetf(qdii),1.19,0.73,20210811.,指数基金,东证指数,--,--,--,--,-3.66,--
513860.OF,海富通中证港股通科技etf,0.87,-1.83,20210811.,指数基金,HKC科技,--,--,0.29,0.46,--,--
513880.OF,华安日经225etf,1.18,0.41,20210811.,指数基金,日经225,--,--,--,--,-9.67,--
513900.OF,华安ces港股通精选100etf,1.08,-0.03,20210811.,指数基金,中华港股通精选100CNY,--,--,2.04,3.94,-12.64,--
513980.OF,景顺长城中证港股通科技etf,0.87,-1.82,20210811.,指数基金,HKC科技CNY,--,--,0.29,0.46,--,--
513990.OF,招商上证港股通etf,1.01,0.13,20210811.,指数基金,港股通,--,--,3.20,4.84,-14.73,--
515000.OF,华宝中证科技龙头etf,1.84,-0.75,20210811.,指数基金,科技龙头,54.99,6.37,0.58,6.36,-4.40,--
515010.OF,华夏中证全指证券公司etf,1.22,-0.75,20210811.,指数基金,证券公司,22.52,1.75,1.54,4.18,-1.18,--
515020.OF,华夏中证银行etf,1.19,0.98,20210811.,指数基金,中证银行,5.85,0.59,4.94,5.31,-6.85,--
515030.OF,华夏中证新能源汽车etf,2.48,1.87,20210811.,指数基金,CS新能车,215.18,12.65,0.17,3.25,37.35,--
515050.OF,华夏中证5g通信主题etf,1.23,-1.03,20210811.,指数基金,5G通信,41.72,5.05,0.70,6.68,7.88,--
515060.OF,华夏中证全指房地产etf,0.96,2.95,20210811.,指数基金,房地产,7.27,0.90,3.57,6.47,2.88,--
515070.OF,华夏中证人工智能主题etf,1.32,-0.84,20210811.,指数基金,CS人工智,64.91,6.09,0.55,5.09,9.74,--
515080.OF,招商中证红利etf,1.42,1.63,20210811.,指数基金,中证红利,6.70,0.71,5.09,5.50,15.00,--
515090.OF,博时可持续发展100etf,1.39,-0.09,20210811.,指数基金,持续发展,13.83,1.50,2.46,5.71,-8.05,--
515100.OF,景顺长城中证红利低波动100etf,1.34,0.75,20210811.,指数基金,红利低波100,6.46,0.64,5.10,5.15,11.96,--
515110.OF,易方达中证国企一带一路etf,1.30,0.89,20210811.,指数基金,国企一带一路,17.44,1.57,2.36,4.66,8.07,--
515120.OF,广发创新药etf,1.07,-1.59,20210811.,指数基金,--,--,--,--,--,-7.47,--
515130.OF,博时沪深300etf,1.47,-0.52,20210811.,指数基金,沪深300,15.26,1.57,2.22,5.44,-9.98,--
515150.OF,富国中证国企一带一路etf,1.29,0.85,20210811.,指数基金,国企一带一路,17.44,1.57,2.36,4.66,7.35,--
515160.OF,招商msci中国a股国际通etf,1.50,-0.20,20210811.,指数基金,MSCI中国A股国际通指数,--,--,--,--,-6.78,--
515170.OF,华夏中证细分食品饮料产业主题etf,0.84,-1.88,20210811.,指数基金,细分食品,49.61,10.69,1.03,11.49,-20.08,--
515180.OF,易方达中证红利etf,1.28,1.61,20210811.,指数基金,中证红利,6.70,0.71,5.09,5.50,14.14,--
515190.OF,中银证券中证500etf,1.41,0.76,20210811.,指数基金,中证500,25.80,2.00,1.49,4.05,7.99,--
515200.OF,申万菱信中证研发创新100etf,2.19,-0.60,20210811.,指数基金,创新100,56.43,7.55,0.54,7.32,3.17,--
515210.OF,国泰中证钢铁etf,1.82,2.03,20210811.,指数基金,中证钢铁,18.37,1.42,2.44,3.98,41.49,--
515220.OF,国泰中证煤炭etf,1.90,5.26,20210811.,指数基金,中证煤炭,11.83,1.20,5.66,5.17,46.80,--
515230.OF,国泰中证全指软件etf,1.05,-1.61,20210811.,指数基金,软件指数,100.05,7.73,0.38,4.09,6.69,--
515250.OF,富国中证智能汽车主题etf,1.09,-0.68,20210811.,指数基金,CS智汽车,59.59,7.13,0.51,6.44,4.22,--
515260.OF,华宝中证电子50etf,1.10,-0.04,20210811.,指数基金,电子50,55.25,6.45,0.64,6.55,6.08,--
515280.OF,富国中证银行etf,1.20,0.89,20210811.,指数基金,中证银行,5.85,0.59,4.94,5.31,-9.87,--
515290.OF,天弘中证银行etf,1.03,0.91,20210811.,指数基金,中证银行,5.85,0.59,4.94,5.31,-10.34,--
515300.OF,嘉实沪深300红利低波动etf,1.10,0.73,20210811.,指数基金,300红利LV,7.72,0.79,4.25,5.31,-2.03,--
515310.OF,添富沪深300etf,1.35,-0.53,20210811.,指数基金,沪深300,15.26,1.57,2.22,5.44,-9.90,--
515320.OF,华安电子50etf,1.06,-0.01,20210811.,指数基金,电子50,55.25,6.45,0.64,6.55,6.01,--
515330.OF,天弘沪深300etf,1.31,-0.55,20210811.,指数基金,沪深300,15.26,1.57,2.22,5.44,-11.75,--
515350.OF,民生加银沪深300etf,5.89,-0.44,20210811.,指数基金,沪深300,15.26,1.57,2.22,5.44,-7.54,--
515360.OF,方正富邦沪深300etf,6.05,-0.49,20210811.,指数基金,沪深300,15.26,1.57,2.22,5.44,-6.01,--
515380.OF,泰康沪深300etf,5.21,-0.53,20210811.,指数基金,沪深300,15.26,1.57,2.22,5.44,-11.66,--
515390.OF,华安沪深300etf,1.31,-0.46,20210811.,指数基金,沪深300,15.26,1.57,2.22,5.44,-8.82,--
515400.OF,富国中证大数据产业etf,1.01,-1.62,20210811.,指数基金,中证数据,81.52,5.46,0.36,3.60,4.21,--
515450.OF,南方标普中国a股大盘红利低波50etf,1.19,1.16,20210811.,指数基金,--,--,--,--,--,5.58,--
515500.OF,海富通中证长三角领先etf,1.12,0.39,20210811.,指数基金,中证长三角,13.44,1.45,2.53,5.71,0.87,--
515510.OF,嘉实中证500成长估值etf,1.51,1.68,20210811.,指数基金,500成长估值,16.55,1.62,2.23,5.16,7.70,--
515520.OF,大成msci价值100etf,1.33,-0.35,20210811.,指数基金,--,--,--,--,--,-9.57,--
515530.OF,泰康中证500etf,3.63,0.76,20210811.,指数基金,中证500,25.80,2.00,1.49,4.05,9.09,--
515550.OF,中融中证500etf,1.46,0.76,20210811.,指数基金,中证500,25.80,2.00,1.49,4.05,9.43,--
515560.OF,建信中证全指证券公司etf,0.98,-0.84,20210811.,指数基金,证券公司,22.52,1.75,1.54,4.18,-2.27,--
515570.OF,山西证券中证红利潜力etf,1.16,-0.22,20210811.,指数基金,红利潜力,19.24,3.18,2.23,8.71,-19.44,--
515580.OF,华泰柏瑞中证科技100etf,1.86,-0.53,20210811.,指数基金,科技100,38.59,4.68,0.79,6.61,3.17,--
515590.OF,前海开源中证500等权etf,1.55,0.72,20210811.,指数基金,500等权,25.80,2.00,1.49,4.05,12.60,--
515600.OF,广发中证央企创新驱动etf,1.21,1.03,20210811.,指数基金,央企创新,17.23,1.22,2.61,3.67,11.92,--
515610.OF,中银中证800etf,1.07,-0.26,20210811.,指数基金,中证800,16.64,1.65,2.07,5.21,-8.28,--
515630.OF,鹏华中证800证券保险etf,1.17,-0.55,20210811.,指数基金,800证保,14.57,1.57,2.40,5.76,-5.72,--
515650.OF,富国中证消费50etf,1.49,-1.56,20210811.,指数基金,CS消费50,32.25,7.62,1.21,12.97,-26.56,--
515660.OF,国联安沪深300etf,5.45,-0.48,20210811.,指数基金,沪深300,15.26,1.57,2.22,5.44,-10.67,--
515670.OF,中银100,1.24,-0.65,20210811.,指数基金,中证100,13.07,1.37,2.62,5.52,-18.27,--
515680.OF,嘉实央企创新驱动etf,1.23,1.00,20210811.,指数基金,央企创新,17.23,1.22,2.61,3.67,11.87,--
515690.OF,鹏华中证高股息龙头etf,1.29,1.24,20210811.,指数基金,股息龙头,8.05,0.88,4.42,5.69,-1.96,--
515700.OF,平安中证新能源汽车产业etf,3.18,1.76,20210811.,指数基金,新能源车,201.45,12.18,0.17,3.33,34.31,--
515710.OF,华宝中证细分食品饮料产业主题etf,0.86,-1.84,20210811.,指数基金,细分食品,49.61,10.69,1.03,11.49,-18.95,--
515750.OF,富国中证科技50策略etf,1.63,-1.18,20210811.,指数基金,中证科技,61.21,7.31,0.49,6.61,3.17,--
515760.OF,华夏中证浙江国资创新发展etf,1.13,0.41,20210811.,指数基金,浙江国资,19.91,2.14,1.67,5.70,-1.93,--
515770.OF,上投摩根msci中国a股etf,1.40,-0.29,20210811.,指数基金,MSCI中国A股指数,15.62,1.43,2.33,4.78,-6.26,--
515780.OF,浦银安盛msci中国a股etf,1.61,-0.17,20210811.,指数基金,MSCI中国A股指数,15.62,1.43,2.33,4.78,-3.10,--
515790.OF,华泰柏瑞中证光伏产业etf,1.67,-0.18,20210811.,指数基金,--,--,--,--,--,31.22,--
515800.OF,添富中证800etf,1.33,-0.20,20210811.,指数基金,中证800,16.64,1.65,2.07,5.21,-6.87,--
515810.OF,易方达中证800etf,1.46,-0.24,20210811.,指数基金,中证800,16.64,1.65,2.07,5.21,-6.61,--
515820.OF,富国中证800etf,1.43,-0.09,20210811.,指数基金,中证800,16.64,1.65,2.07,5.21,-0.80,--
515830.OF,工银瑞信中证800etf,5.50,-0.22,20210811.,指数基金,中证800,16.64,1.65,2.07,5.21,-6.65,--
515850.OF,富国中证全指证券公司etf,1.29,-0.80,20210811.,指数基金,证券公司,22.52,1.75,1.54,4.18,1.02,--
515860.OF,嘉实新兴科技100etf,1.54,-0.82,20210811.,指数基金,--,--,--,--,--,2.32,--
515870.OF,嘉实先进制造100etf,1.48,0.78,20210811.,指数基金,--,--,--,--,--,1.33,--
515880.OF,国泰中证全指通信设备etf,1.07,-1.40,20210811.,指数基金,通信设备,39.47,3.55,0.72,4.79,6.76,--
515890.OF,博时红利etf,1.35,1.52,20210811.,指数基金,中证红利,6.70,0.71,5.09,5.50,11.47,--
515900.OF,博时央企创新驱动etf,1.22,0.99,20210811.,指数基金,央企创新,17.23,1.22,2.61,3.67,11.51,--
515910.OF,中金msci中国a股国际质量etf,0.87,-1.20,20210811.,指数基金,--,--,--,--,--,-16.13,--
515920.OF,博时智能消费etf,1.01,-0.52,20210811.,指数基金,CS智消费,42.13,5.45,0.79,7.05,-1.57,--
515930.OF,永赢沪深300etf,5.97,-0.44,20210811.,指数基金,沪深300,15.26,1.57,2.22,5.44,-6.54,--
515950.OF,富国中证医药50etf,1.75,-2.42,20210811.,指数基金,医药50,45.69,8.76,0.73,10.50,-10.04,--
515960.OF,嘉实医药健康100etf,1.32,-2.23,20210811.,指数基金,--,--,--,--,--,-12.49,--
515980.OF,华富中证人工智能产业etf,1.20,-1.14,20210811.,指数基金,人工智能,61.75,6.90,0.52,6.18,7.01,--
515990.OF,添富中证国企一带一路etf,1.34,0.85,20210811.,指数基金,国企一带一路,17.44,1.57,2.36,4.66,7.95,--
516000.OF,华夏中证大数据产业etf,1.06,-1.52,20210811.,指数基金,中证数据,81.52,5.46,0.36,3.60,7.42,--
516010.OF,国泰中证动漫游戏etf,0.85,-0.19,20210811.,指数基金,动漫游戏,20.74,2.44,0.72,6.25,--,--
516020.OF,华宝化工etf,1.13,0.88,20210811.,指数基金,细分化工,34.54,4.66,1.08,7.35,--,--
516050.OF,工银瑞信中证科技龙头etf,0.95,-0.77,20210811.,指数基金,科技龙头,54.99,6.37,0.58,6.36,-5.03,--
516060.OF,新药etf,0.99,-1.58,20210811.,指数基金,--,--,--,--,--,0.21,--
516070.OF,易方达中证内地低碳经济主题etf,1.44,0.61,20210811.,指数基金,内地低碳,52.23,5.36,0.72,5.68,--,--
516080.OF,易方达中证创新药产业etf,1.01,-1.44,20210811.,指数基金,--,--,--,--,--,1.48,--
516090.OF,易方达中证新能源etf,1.59,1.08,20210811.,指数基金,中证新能,68.61,6.36,0.39,5.16,--,--
516100.OF,华夏中证金融科技主题etf,0.93,-0.80,20210811.,指数基金,金融科技,63.42,6.33,0.52,5.44,--,--
516110.OF,国泰中证800汽车与零部件etf,1.26,-0.26,20210811.,指数基金,800 汽车,50.68,3.45,1.01,3.52,--,--
516120.OF,富国中证细分化工产业主题etf,1.13,0.88,20210811.,指数基金,细分化工,34.54,4.66,1.08,7.35,--,--
516150.OF,嘉实中证稀土产业etf,1.47,2.54,20210811.,指数基金,稀土产业,73.17,3.53,0.47,2.48,--,--
516160.OF,南方中证新能源etf,1.34,1.12,20210811.,指数基金,中证新能,68.61,6.36,0.39,5.16,30.44,--
516170.OF,平安中证细分食品饮料产业主题etf,--,--,--,指数基金,--,--,--,--,--,--,--
516180.OF,平安中证光伏产业etf,1.35,-0.14,20210811.,指数基金,--,--,--,--,--,34.44,--
516200.OF,华安中证全指证券公司etf,1.05,-0.82,20210811.,指数基金,证券公司,22.52,1.75,1.54,4.18,--,--
516210.OF,华安中证银行etf,--,--,--,指数基金,--,--,--,--,--,--,--
516220.OF,国泰中证细分化工产业主题etf,1.19,0.85,20210811.,指数基金,细分化工,34.54,4.66,1.08,7.35,--,--
516260.OF,华夏中证物联网主题etf,1.03,-0.40,20210811.,指数基金,CS物联网,46.58,6.60,0.67,7.81,--,--
516270.OF,华安中证内地新能源主题etf,1.04,0.03,20210811.,指数基金,新能源,63.44,7.80,0.41,7.04,--,--
516290.OF,汇添富中证光伏产业etf,1.00,--,20210809.,指数基金,--,--,--,--,--,--,--
516300.OF,华泰柏瑞中证1000etf,1.20,0.73,20210811.,指数基金,中证1000,46.67,3.11,0.87,3.50,--,--
516310.OF,易方达中证银行etf,0.91,0.98,20210811.,指数基金,中证银行,5.85,0.59,4.94,5.31,--,--
516320.OF,华夏中证装备产业etf,1.23,0.15,20210811.,指数基金,装备产业,42.49,4.00,0.75,5.09,--,--
516330.OF,华泰柏瑞中证物联网主题etf,1.24,-0.35,20210811.,指数基金,CS物联网,46.58,6.60,0.67,7.81,--,--
516360.OF,华宝新材料etf,1.40,0.22,20210811.,指数基金,新材料,75.06,9.10,0.46,6.83,--,--
516380.OF,华宝智能电动汽车etf,1.19,0.84,20210811.,指数基金,智能电车,89.69,5.71,0.48,3.35,--,--
516390.OF,汇添富中证新能源汽车产业etf,1.32,1.75,20210811.,指数基金,新能源车,201.45,12.18,0.17,3.33,--,--
516400.OF,富国中证esg120策略etf,0.95,-0.33,20210811.,指数基金,ESG 120 策略,11.78,1.30,2.81,5.77,--,--
516480.OF,国联安中证新材料主题etf,1.24,0.23,20210811.,指数基金,新材料,75.06,9.10,0.46,6.83,--,--
516500.OF,华夏中证生物科技主题etf,1.20,-2.13,20210811.,指数基金,中证生科,68.90,11.24,0.41,9.45,--,--
516510.OF,易方达中证云计算与大数据主题etf,1.11,-1.84,20210811.,指数基金,云计算,73.35,5.78,0.39,4.25,--,--
516520.OF,华泰柏瑞中证智能汽车主题etf,1.12,-0.60,20210811.,指数基金,CS智汽车,59.59,7.13,0.51,6.44,12.16,--
516550.OF,嘉实中证大农业etf,0.91,-1.32,20210811.,指数基金,大农业,27.32,4.71,1.40,9.67,--,--
516570.OF,易方达中证石化产业etf,1.10,1.33,20210811.,指数基金,石化产业,23.14,1.50,2.83,3.33,--,--
516580.OF,博时新能源etf,1.04,1.06,20210811.,指数基金,中证新能,68.61,6.36,0.39,5.16,--,--
516590.OF,易方达中证智能电动汽车etf,1.44,0.89,20210811.,指数基金,智能电车,89.69,5.71,0.48,3.35,--,--
516600.OF,消服etf,0.84,-1.37,20210811.,指数基金,消费服务,13.70,1.50,2.29,5.78,-15.31,--
516610.OF,大成中证全指医疗保健设备与服务etf,0.96,-2.60,20210811.,指数基金,医疗保健,51.82,11.04,0.58,12.34,--,--
516630.OF,华夏中证云计算与大数据主题etf,--,--,--,指数基金,--,--,--,--,--,--,--
516640.OF,富国中证芯片产业etf,--,--,--,指数基金,--,--,--,--,--,--,--
516650.OF,华夏中证细分有色金属产业主题etf,1.29,1.82,20210811.,指数基金,细分有色,61.87,3.73,0.59,3.20,--,--
516660.OF,华安中证新能源汽车etf,1.52,1.86,20210811.,指数基金,CS新能车,215.18,12.65,0.17,3.25,49.11,--
516670.OF,招商中证畜牧养殖etf,0.82,-0.31,20210811.,指数基金,中证畜牧,12.54,2.87,2.01,13.33,--,--
516680.OF,建信中证细分有色金属产业主题etf,1.20,1.92,20210811.,指数基金,细分有色,61.87,3.73,0.59,3.20,--,--
516700.OF,华宝大数据etf,1.09,-1.64,20210811.,指数基金,中证数据,81.52,5.46,0.36,3.60,--,--
516710.OF,华夏中证新材料主题etf,1.00,0.01,20210806.,指数基金,新材料,75.06,9.10,0.46,6.83,--,--
516720.OF,浦银安盛中证esg120策略etf,1.00,-0.11,20210806.,指数基金,ESG 120 策略,11.78,1.30,2.81,5.77,--,--
516760.OF,平安中证畜牧养殖etf,0.81,-0.26,20210811.,指数基金,中证畜牧,12.54,2.87,2.01,13.33,--,--
516770.OF,华泰柏瑞中证动漫游戏etf,0.83,-0.14,20210811.,指数基金,动漫游戏,20.74,2.44,0.72,6.25,--,--
516780.OF,华泰柏瑞中证稀土产业etf,1.37,2.60,20210811.,指数基金,稀土产业,73.17,3.53,0.47,2.48,--,--
516790.OF,华泰柏瑞中证全指医疗保健设备与服务etf,--,--,--,指数基金,--,--,--,--,--,--,--
516800.OF,华宝中证智能制造主题etf,1.28,-0.14,20210811.,指数基金,智能制造,58.08,6.34,0.64,5.93,25.41,--
516820.OF,平安中证医药及医疗器械创新etf,0.87,-2.13,20210811.,指数基金,CS 医药创新,54.47,14.63,0.46,16.29,--,--
516830.OF,富国沪深300esg基准etf,0.96,-0.33,20210811.,指数基金,300 ESG,14.46,1.53,2.31,5.59,--,--
516850.OF,华夏中证新能源etf,1.58,1.10,20210811.,指数基金,中证新能,68.61,6.36,0.39,5.16,--,--
516860.OF,博时金融科技etf,--,--,--,指数基金,--,--,--,--,--,--,--
516870.OF,银华中证800汽车与零部件etf,1.05,-0.33,20210811.,指数基金,800 汽车,50.68,3.45,1.01,3.52,--,--
516880.OF,银华中证光伏产业etf,1.38,-0.18,20210811.,指数基金,--,--,--,--,--,29.73,--
516890.OF,平安中证新材料主题etf,1.06,0.26,20210811.,指数基金,新材料,75.06,9.10,0.46,6.83,--,--
516900.OF,华安中证申万食品饮料etf,0.92,-1.86,20210811.,指数基金,食品饮料,48.35,10.61,1.13,11.75,--,--
516910.OF,富国中证现代物流etf,1.00,0.08,20210811.,指数基金,CS物流,28.84,1.96,1.15,3.53,--,--
516920.OF,汇添富中证芯片产业etf,1.00,-2.01,20210806.,指数基金,芯片产业,116.63,10.47,0.18,5.18,--,--
516930.OF,民生加银中证生物科技主题etf,1.00,0.19,20210806.,指数基金,中证生科,68.90,11.24,0.41,9.45,--,--
516950.OF,银华中证基建etf,1.08,0.36,20210811.,指数基金,中证基建,10.95,1.01,2.29,4.89,--,--
516960.OF,国泰中证细分机械设备产业主题etf,1.28,0.38,20210811.,指数基金,细分机械全收益,48.83,5.10,0.63,5.77,--,--
516970.OF,广发中证基建工程etf,1.08,1.18,20210811.,指数基金,基建工程,7.46,0.71,2.69,5.03,--,--
516980.OF,华富中证证券公司先锋策略etf,1.03,-0.48,20210811.,指数基金,证券先锋,22.48,1.75,1.55,4.18,--,--
517000.OF,银华中证沪港深500etf,0.91,-0.13,20210811.,指数基金,沪港深500,10.12,1.03,2.53,5.32,-9.75,--
517010.OF,易方达中证沪港深500etf,1.01,-0.22,20210811.,指数基金,沪港深500,10.12,1.03,2.53,5.32,--,--
517030.OF,易方达中证沪港深300etf,--,--,--,指数基金,--,--,--,--,--,--,--
517050.OF,华泰柏瑞中证沪港深互联网etf,0.83,-1.02,20210811.,指数基金,SHS互联网,52.79,4.98,0.27,5.01,-19.24,--
517060.OF,华宝中证沪港深500etf,0.96,-0.23,20210811.,指数基金,沪港深500,10.12,1.03,2.53,5.32,--,--
517080.OF,汇添富中证沪港深500etf,0.91,-0.20,20210811.,指数基金,沪港深500,10.12,1.03,2.53,5.32,-11.16,--
517100.OF,富国中证沪港深500etf,0.91,-0.07,20210811.,指数基金,沪港深500,10.12,1.03,2.53,5.32,-8.60,--
517120.OF,华泰柏瑞中证沪港深创新药产业etf,0.94,-2.37,20210811.,指数基金,SHS创新药,71.09,6.48,0.42,5.21,--,--
517170.OF,华夏中证沪港深500etf,0.97,-0.21,20210811.,指数基金,沪港深500,10.12,1.03,2.53,5.32,--,--
517200.OF,嘉实中证沪港深互联网etf,0.80,-1.09,20210811.,指数基金,SHS互联网,52.79,4.98,0.27,5.01,-20.79,--
517300.OF,国寿安保中证沪港深300etf,0.88,-0.35,20210811.,指数基金,沪港深300,10.00,1.04,2.47,5.47,-12.42,--
517350.OF,广发中证沪港深科技龙头etf,0.93,-1.41,20210811.,指数基金,SHS科技龙头,46.59,6.01,0.46,7.25,--,--
517360.OF,华安中证沪港深科技100etf,1.00,-0.65,20210811.,指数基金,SHS科技100,18.84,2.39,0.91,6.89,--,--
517380.OF,天弘恒生沪深港创新药精选50etf,0.97,-2.09,20210811.,指数基金,--,--,--,--,--,--,--
517800.OF,方正富邦沪港深人工智能50etf,1.00,0.01,20210806.,指数基金,SHS 人工智能50,62.94,9.02,0.35,7.98,--,--
518600.OF,广发上海金etf,3.59,-0.13,20210811.,指数基金,--,--,--,--,--,-5.71,--
518660.OF,工银瑞信黄金etf,3.59,-0.31,20210811.,指数基金,--,--,--,--,--,-5.45,--
518680.OF,富国上海金etf,3.59,-0.13,20210811.,指数基金,--,--,--,--,--,-5.71,--
